Unnamed: 0,raw_data,date,price,percent,district,small_district
0,"2015年01月房价
25072元/㎡
2%↓
罗湖
huangbeiling",2015年01月房价,25072元/㎡,2%↓,罗湖,huangbeiling
1,"2015年02月房价
27678元/㎡
10%↑
罗湖
huangbeiling",2015年02月房价,27678元/㎡,10%↑,罗湖,huangbeiling
2,"2015年03月房价
26109元/㎡
6%↓
罗湖
huangbeiling",2015年03月房价,26109元/㎡,6%↓,罗湖,huangbeiling
3,"2015年04月房价
26668元/㎡
2%↑
罗湖
huangbeiling",2015年04月房价,26668元/㎡,2%↑,罗湖,huangbeiling
4,"2015年05月房价
27871元/㎡
5%↑
罗湖
huangbeiling",2015年05月房价,27871元/㎡,5%↑,罗湖,huangbeiling
5,"2015年06月房价
30290元/㎡
9%↑
罗湖
huangbeiling",2015年06月房价,30290元/㎡,9%↑,罗湖,huangbeiling
6,"2015年07月房价
33539元/㎡
11%↑
罗湖
huangbeiling",2015年07月房价,33539元/㎡,11%↑,罗湖,huangbeiling
7,"2015年08月房价
34448元/㎡
3%↑
罗湖
huangbeiling",2015年08月房价,34448元/㎡,3%↑,罗湖,huangbeiling
8,"2015年09月房价
35100元/㎡
2%↑
罗湖
huangbeiling",2015年09月房价,35100元/㎡,2%↑,罗湖,huangbeiling
9,"2015年10月房价
36384元/㎡
4%↑
罗湖
huangbeiling",2015年10月房价,36384元/㎡,4%↑,罗湖,huangbeiling
10,"2015年11月房价
37610元/㎡
3%↑
罗湖
huangbeiling",2015年11月房价,37610元/㎡,3%↑,罗湖,huangbeiling
11,"2015年12月房价
39580元/㎡
5%↑
罗湖
huangbeiling",2015年12月房价,39580元/㎡,5%↑,罗湖,huangbeiling
12,"2015年01月房价
24892元/㎡
2%↓
盐田
shatoujiao",2015年01月房价,24892元/㎡,2%↓,盐田,shatoujiao
13,"2015年02月房价
25778元/㎡
4%↑
盐田
shatoujiao",2015年02月房价,25778元/㎡,4%↑,盐田,shatoujiao
14,"2015年03月房价
23822元/㎡
8%↓
盐田
shatoujiao",2015年03月房价,23822元/㎡,8%↓,盐田,shatoujiao
15,"2015年04月房价
25100元/㎡
5%↑
盐田
shatoujiao",2015年04月房价,25100元/㎡,5%↑,盐田,shatoujiao
16,"2015年05月房价
25513元/㎡
2%↑
盐田
shatoujiao",2015年05月房价,25513元/㎡,2%↑,盐田,shatoujiao
17,"2015年06月房价
27800元/㎡
9%↑
盐田
shatoujiao",2015年06月房价,27800元/㎡,9%↑,盐田,shatoujiao
18,"2015年07月房价
31560元/㎡
14%↑
盐田
shatoujiao",2015年07月房价,31560元/㎡,14%↑,盐田,shatoujiao
19,"2015年08月房价
32716元/㎡
4%↑
盐田
shatoujiao",2015年08月房价,32716元/㎡,4%↑,盐田,shatoujiao
20,"2015年09月房价
35153元/㎡
7%↑
盐田
shatoujiao",2015年09月房价,35153元/㎡,7%↑,盐田,shatoujiao
21,"2015年10月房价
36701元/㎡
4%↑
盐田
shatoujiao",2015年10月房价,36701元/㎡,4%↑,盐田,shatoujiao
22,"2015年11月房价
37501元/㎡
2%↑
盐田
shatoujiao",2015年11月房价,37501元/㎡,2%↑,盐田,shatoujiao
23,"2015年12月房价
39054元/㎡
4%↑
盐田
shatoujiao",2015年12月房价,39054元/㎡,4%↑,盐田,shatoujiao
24,"2019年01月房价
85030元/㎡
0.12%↓
罗湖
yinhu",2019年01月房价,85030元/㎡,0.12%↓,罗湖,yinhu
25,"2019年02月房价
89413元/㎡
5.16%↑
罗湖
yinhu",2019年02月房价,89413元/㎡,5.16%↑,罗湖,yinhu
26,"2019年03月房价
92884元/㎡
3.88%↑
罗湖
yinhu",2019年03月房价,92884元/㎡,3.88%↑,罗湖,yinhu
27,"2019年04月房价
93792元/㎡
0.98%↑
罗湖
yinhu",2019年04月房价,93792元/㎡,0.98%↑,罗湖,yinhu
28,"2019年05月房价
93391元/㎡
0.43%↓
罗湖
yinhu",2019年05月房价,93391元/㎡,0.43%↓,罗湖,yinhu
29,"2019年06月房价
92789元/㎡
0.64%↓
罗湖
yinhu",2019年06月房价,92789元/㎡,0.64%↓,罗湖,yinhu
30,"2019年07月房价
97466元/㎡
5.04%↑
罗湖
yinhu",2019年07月房价,97466元/㎡,5.04%↑,罗湖,yinhu
31,"2019年08月房价
102530元/㎡
5.2%↑
罗湖
yinhu",2019年08月房价,102530元/㎡,5.2%↑,罗湖,yinhu
32,"2019年09月房价
97673元/㎡
4.74%↓
罗湖
yinhu",2019年09月房价,97673元/㎡,4.74%↓,罗湖,yinhu
33,"2019年10月房价
99575元/㎡
1.95%↑
罗湖
yinhu",2019年10月房价,99575元/㎡,1.95%↑,罗湖,yinhu
34,"2019年11月房价
94939元/㎡
4.65%↓
罗湖
yinhu",2019年11月房价,94939元/㎡,4.65%↓,罗湖,yinhu
35,"2019年12月房价
98036元/㎡
3.26%↑
罗湖
yinhu",2019年12月房价,98036元/㎡,3.26%↑,罗湖,yinhu
36,"2019年01月房价
26128元/㎡
0.54%↓
龙华
longhuaquzhengfu",2019年01月房价,26128元/㎡,0.54%↓,龙华,longhuaquzhengfu
37,"2019年02月房价
26510元/㎡
1.46%↑
龙华
longhuaquzhengfu",2019年02月房价,26510元/㎡,1.46%↑,龙华,longhuaquzhengfu
38,"2019年03月房价
26852元/㎡
1.29%↑
龙华
longhuaquzhengfu",2019年03月房价,26852元/㎡,1.29%↑,龙华,longhuaquzhengfu
39,"2019年04月房价
28718元/㎡
6.95%↑
龙华
longhuaquzhengfu",2019年04月房价,28718元/㎡,6.95%↑,龙华,longhuaquzhengfu
40,"2019年05月房价
28444元/㎡
0.95%↓
龙华
longhuaquzhengfu",2019年05月房价,28444元/㎡,0.95%↓,龙华,longhuaquzhengfu
41,"2019年06月房价
27415元/㎡
3.61%↓
龙华
longhuaquzhengfu",2019年06月房价,27415元/㎡,3.61%↓,龙华,longhuaquzhengfu
42,"2019年07月房价
27687元/㎡
0.99%↑
龙华
longhuaquzhengfu",2019年07月房价,27687元/㎡,0.99%↑,龙华,longhuaquzhengfu
43,"2019年08月房价
27472元/㎡
0.78%↓
龙华
longhuaquzhengfu",2019年08月房价,27472元/㎡,0.78%↓,龙华,longhuaquzhengfu
44,"2019年09月房价
28561元/㎡
3.97%↑
龙华
longhuaquzhengfu",2019年09月房价,28561元/㎡,3.97%↑,龙华,longhuaquzhengfu
45,"2019年10月房价
28638元/㎡
0.27%↑
龙华
longhuaquzhengfu",2019年10月房价,28638元/㎡,0.27%↑,龙华,longhuaquzhengfu
46,"2019年11月房价
26006元/㎡
9.19%↓
龙华
longhuaquzhengfu",2019年11月房价,26006元/㎡,9.19%↓,龙华,longhuaquzhengfu
47,"2019年12月房价
25764元/㎡
0.93%↓
龙华
longhuaquzhengfu",2019年12月房价,25764元/㎡,0.93%↓,龙华,longhuaquzhengfu
48,"2019年01月房价
32034元/㎡
0.44%↓
坪山
pingshant",2019年01月房价,32034元/㎡,0.44%↓,坪山,pingshant
49,"2019年02月房价
31746元/㎡
0.9%↓
坪山
pingshant",2019年02月房价,31746元/㎡,0.9%↓,坪山,pingshant
50,"2019年03月房价
32663元/㎡
2.89%↑
坪山
pingshant",2019年03月房价,32663元/㎡,2.89%↑,坪山,pingshant
51,"2019年04月房价
32370元/㎡
0.9%↓
坪山
pingshant",2019年04月房价,32370元/㎡,0.9%↓,坪山,pingshant
52,"2019年05月房价
32555元/㎡
0.57%↑
坪山
pingshant",2019年05月房价,32555元/㎡,0.57%↑,坪山,pingshant
53,"2019年06月房价
32530元/㎡
0.08%↓
坪山
pingshant",2019年06月房价,32530元/㎡,0.08%↓,坪山,pingshant
54,"2019年07月房价
32287元/㎡
0.75%↓
坪山
pingshant",2019年07月房价,32287元/㎡,0.75%↓,坪山,pingshant
55,"2019年08月房价
32588元/㎡
0.94%↑
坪山
pingshant",2019年08月房价,32588元/㎡,0.94%↑,坪山,pingshant
56,"2019年09月房价
32848元/㎡
0.8%↑
坪山
pingshant",2019年09月房价,32848元/㎡,0.8%↑,坪山,pingshant
57,"2019年10月房价
33053元/㎡
0.63%↑
坪山
pingshant",2019年10月房价,33053元/㎡,0.63%↑,坪山,pingshant
58,"2019年11月房价
33116元/㎡
0.19%↑
坪山
pingshant",2019年11月房价,33116元/㎡,0.19%↑,坪山,pingshant
59,"2019年12月房价
33560元/㎡
1.34%↑
坪山
pingshant",2019年12月房价,33560元/㎡,1.34%↑,坪山,pingshant
60,"2018年01月房价
64681元/㎡
4.9%↑
南山
nanyou",2018年01月房价,64681元/㎡,4.9%↑,南山,nanyou
61,"2018年02月房价
67759元/㎡
4.76%↑
南山
nanyou",2018年02月房价,67759元/㎡,4.76%↑,南山,nanyou
62,"2018年03月房价
60181元/㎡
11.18%↓
南山
nanyou",2018年03月房价,60181元/㎡,11.18%↓,南山,nanyou
63,"2018年04月房价
59805元/㎡
0.62%↓
南山
nanyou",2018年04月房价,59805元/㎡,0.62%↓,南山,nanyou
64,"2018年05月房价
60598元/㎡
1.33%↑
南山
nanyou",2018年05月房价,60598元/㎡,1.33%↑,南山,nanyou
65,"2018年06月房价
61176元/㎡
0.95%↑
南山
nanyou",2018年06月房价,61176元/㎡,0.95%↑,南山,nanyou
66,"2018年07月房价
63539元/㎡
3.86%↑
南山
nanyou",2018年07月房价,63539元/㎡,3.86%↑,南山,nanyou
67,"2018年08月房价
64200元/㎡
1.04%↑
南山
nanyou",2018年08月房价,64200元/㎡,1.04%↑,南山,nanyou
68,"2018年09月房价
64340元/㎡
0.22%↑
南山
nanyou",2018年09月房价,64340元/㎡,0.22%↑,南山,nanyou
69,"2018年10月房价
64520元/㎡
0.28%↑
南山
nanyou",2018年10月房价,64520元/㎡,0.28%↑,南山,nanyou
70,"2018年11月房价
63744元/㎡
1.2%↓
南山
nanyou",2018年11月房价,63744元/㎡,1.2%↓,南山,nanyou
71,"2018年12月房价
64363元/㎡
0.97%↑
南山
nanyou",2018年12月房价,64363元/㎡,0.97%↑,南山,nanyou
72,"2020年01月房价
47307元/㎡
6.38%↑
龙华
guanlant",2020年01月房价,47307元/㎡,6.38%↑,龙华,guanlant
73,"2020年02月房价
48854元/㎡
3.27%↑
龙华
guanlant",2020年02月房价,48854元/㎡,3.27%↑,龙华,guanlant
74,"2020年03月房价
49713元/㎡
1.76%↑
龙华
guanlant",2020年03月房价,49713元/㎡,1.76%↑,龙华,guanlant
75,"2020年04月房价
46115元/㎡
7.24%↓
龙华
guanlant",2020年04月房价,46115元/㎡,7.24%↓,龙华,guanlant
76,"2020年05月房价
42523元/㎡
7.79%↓
龙华
guanlant",2020年05月房价,42523元/㎡,7.79%↓,龙华,guanlant
77,"2020年06月房价
38631元/㎡
9.15%↓
龙华
guanlant",2020年06月房价,38631元/㎡,9.15%↓,龙华,guanlant
78,"2020年07月房价
40230元/㎡
4.14%↑
龙华
guanlant",2020年07月房价,40230元/㎡,4.14%↑,龙华,guanlant
79,"2020年08月房价
41493元/㎡
3.14%↑
龙华
guanlant",2020年08月房价,41493元/㎡,3.14%↑,龙华,guanlant
80,"2020年09月房价
42175元/㎡
1.64%↑
龙华
guanlant",2020年09月房价,42175元/㎡,1.64%↑,龙华,guanlant
81,"2020年10月房价
37966元/㎡
9.98%↓
龙华
guanlant",2020年10月房价,37966元/㎡,9.98%↓,龙华,guanlant
82,"2020年11月房价
37292元/㎡
1.78%↓
龙华
guanlant",2020年11月房价,37292元/㎡,1.78%↓,龙华,guanlant
83,"2014年01月房价
43686元/㎡
0.41%↓
南山
huaqiaocheng",2014年01月房价,43686元/㎡,0.41%↓,南山,huaqiaocheng
84,"2014年02月房价
42999元/㎡
1.57%↓
南山
huaqiaocheng",2014年02月房价,42999元/㎡,1.57%↓,南山,huaqiaocheng
85,"2014年03月房价
43476元/㎡
1.11%↑
南山
huaqiaocheng",2014年03月房价,43476元/㎡,1.11%↑,南山,huaqiaocheng
86,"2014年04月房价
44699元/㎡
2.81%↑
南山
huaqiaocheng",2014年04月房价,44699元/㎡,2.81%↑,南山,huaqiaocheng
87,"2014年05月房价
42988元/㎡
3.83%↓
南山
huaqiaocheng",2014年05月房价,42988元/㎡,3.83%↓,南山,huaqiaocheng
88,"2014年06月房价
42105元/㎡
2.05%↓
南山
huaqiaocheng",2014年06月房价,42105元/㎡,2.05%↓,南山,huaqiaocheng
89,"2014年07月房价
42200元/㎡
0.23%↑
南山
huaqiaocheng",2014年07月房价,42200元/㎡,0.23%↑,南山,huaqiaocheng
90,"2014年08月房价
44497元/㎡
5.44%↑
南山
huaqiaocheng",2014年08月房价,44497元/㎡,5.44%↑,南山,huaqiaocheng
91,"2014年09月房价
45024元/㎡
1.18%↑
南山
huaqiaocheng",2014年09月房价,45024元/㎡,1.18%↑,南山,huaqiaocheng
92,"2014年10月房价
44904元/㎡
0.27%↓
南山
huaqiaocheng",2014年10月房价,44904元/㎡,0.27%↓,南山,huaqiaocheng
93,"2014年11月房价
44362元/㎡
1.21%↓
南山
huaqiaocheng",2014年11月房价,44362元/㎡,1.21%↓,南山,huaqiaocheng
94,"2014年12月房价
43608元/㎡
1.7%↓
南山
huaqiaocheng",2014年12月房价,43608元/㎡,1.7%↓,南山,huaqiaocheng
95,"2016年01月房价
43448元/㎡
12.33%↑
罗湖
caiwuwei",2016年01月房价,43448元/㎡,12.33%↑,罗湖,caiwuwei
96,"2016年02月房价
44549元/㎡
2.53%↑
罗湖
caiwuwei",2016年02月房价,44549元/㎡,2.53%↑,罗湖,caiwuwei
97,"2016年03月房价
46952元/㎡
5.4%↑
罗湖
caiwuwei",2016年03月房价,46952元/㎡,5.4%↑,罗湖,caiwuwei
98,"2016年04月房价
48375元/㎡
3.03%↑
罗湖
caiwuwei",2016年04月房价,48375元/㎡,3.03%↑,罗湖,caiwuwei
99,"2016年05月房价
47771元/㎡
1.25%↓
罗湖
caiwuwei",2016年05月房价,47771元/㎡,1.25%↓,罗湖,caiwuwei
100,"2016年06月房价
46100元/㎡
3.5%↓
罗湖
caiwuwei",2016年06月房价,46100元/㎡,3.5%↓,罗湖,caiwuwei
101,"2016年07月房价
47222元/㎡
2.43%↑
罗湖
caiwuwei",2016年07月房价,47222元/㎡,2.43%↑,罗湖,caiwuwei
102,"2016年08月房价
46862元/㎡
0.76%↓
罗湖
caiwuwei",2016年08月房价,46862元/㎡,0.76%↓,罗湖,caiwuwei
103,"2016年09月房价
46543元/㎡
0.68%↓
罗湖
caiwuwei",2016年09月房价,46543元/㎡,0.68%↓,罗湖,caiwuwei
104,"2016年10月房价
47673元/㎡
2.43%↑
罗湖
caiwuwei",2016年10月房价,47673元/㎡,2.43%↑,罗湖,caiwuwei
105,"2016年11月房价
48018元/㎡
0.72%↑
罗湖
caiwuwei",2016年11月房价,48018元/㎡,0.72%↑,罗湖,caiwuwei
106,"2016年12月房价
47321元/㎡
1.45%↓
罗湖
caiwuwei",2016年12月房价,47321元/㎡,1.45%↓,罗湖,caiwuwei
107,"2016年01月房价
7437元/㎡
8.44%↑
坪山
kangzi",2016年01月房价,7437元/㎡,8.44%↑,坪山,kangzi
108,"2016年02月房价
6915元/㎡
7.02%↓
坪山
kangzi",2016年02月房价,6915元/㎡,7.02%↓,坪山,kangzi
109,"2016年03月房价
9254元/㎡
33.81%↑
坪山
kangzi",2016年03月房价,9254元/㎡,33.81%↑,坪山,kangzi
110,"2016年04月房价
10434元/㎡
12.76%↑
坪山
kangzi",2016年04月房价,10434元/㎡,12.76%↑,坪山,kangzi
111,"2016年05月房价
10114元/㎡
3.07%↓
坪山
kangzi",2016年05月房价,10114元/㎡,3.07%↓,坪山,kangzi
112,"2016年06月房价
9852元/㎡
2.59%↓
坪山
kangzi",2016年06月房价,9852元/㎡,2.59%↓,坪山,kangzi
113,"2016年07月房价
10299元/㎡
4.53%↑
坪山
kangzi",2016年07月房价,10299元/㎡,4.53%↑,坪山,kangzi
114,"2016年08月房价
10446元/㎡
1.42%↑
坪山
kangzi",2016年08月房价,10446元/㎡,1.42%↑,坪山,kangzi
115,"2016年09月房价
10592元/㎡
1.39%↑
坪山
kangzi",2016年09月房价,10592元/㎡,1.39%↑,坪山,kangzi
116,"2016年10月房价
10620元/㎡
0.26%↑
坪山
kangzi",2016年10月房价,10620元/㎡,0.26%↑,坪山,kangzi
117,"2016年11月房价
10664元/㎡
0.42%↑
坪山
kangzi",2016年11月房价,10664元/㎡,0.42%↑,坪山,kangzi
118,"2016年12月房价
10445元/㎡
2.05%↓
坪山
kangzi",2016年12月房价,10445元/㎡,2.05%↓,坪山,kangzi
119,"2014年01月房价
34469元/㎡
6.23%↑
福田
shangbu",2014年01月房价,34469元/㎡,6.23%↑,福田,shangbu
120,"2014年02月房价
37632元/㎡
9.18%↑
福田
shangbu",2014年02月房价,37632元/㎡,9.18%↑,福田,shangbu
121,"2014年03月房价
34938元/㎡
7.16%↓
福田
shangbu",2014年03月房价,34938元/㎡,7.16%↓,福田,shangbu
122,"2014年04月房价
35031元/㎡
0.27%↑
福田
shangbu",2014年04月房价,35031元/㎡,0.27%↑,福田,shangbu
123,"2014年05月房价
36565元/㎡
4.38%↑
福田
shangbu",2014年05月房价,36565元/㎡,4.38%↑,福田,shangbu
124,"2014年06月房价
35368元/㎡
3.27%↓
福田
shangbu",2014年06月房价,35368元/㎡,3.27%↓,福田,shangbu
125,"2014年07月房价
38603元/㎡
9.15%↑
福田
shangbu",2014年07月房价,38603元/㎡,9.15%↑,福田,shangbu
126,"2014年08月房价
35245元/㎡
8.7%↓
福田
shangbu",2014年08月房价,35245元/㎡,8.7%↓,福田,shangbu
127,"2014年09月房价
36315元/㎡
3.04%↑
福田
shangbu",2014年09月房价,36315元/㎡,3.04%↑,福田,shangbu
128,"2014年10月房价
35877元/㎡
1.21%↓
福田
shangbu",2014年10月房价,35877元/㎡,1.21%↓,福田,shangbu
129,"2014年11月房价
37266元/㎡
3.87%↑
福田
shangbu",2014年11月房价,37266元/㎡,3.87%↑,福田,shangbu
130,"2014年12月房价
36941元/㎡
0.87%↓
福田
shangbu",2014年12月房价,36941元/㎡,0.87%↓,福田,shangbu
131,"2018年01月房价
41598元/㎡
6.37%↑
罗湖
caopu",2018年01月房价,41598元/㎡,6.37%↑,罗湖,caopu
132,"2018年02月房价
44072元/㎡
5.95%↑
罗湖
caopu",2018年02月房价,44072元/㎡,5.95%↑,罗湖,caopu
133,"2018年03月房价
39606元/㎡
10.13%↓
罗湖
caopu",2018年03月房价,39606元/㎡,10.13%↓,罗湖,caopu
134,"2018年04月房价
39941元/㎡
0.85%↑
罗湖
caopu",2018年04月房价,39941元/㎡,0.85%↑,罗湖,caopu
135,"2018年05月房价
39888元/㎡
0.13%↓
罗湖
caopu",2018年05月房价,39888元/㎡,0.13%↓,罗湖,caopu
136,"2018年06月房价
39874元/㎡
0.04%↓
罗湖
caopu",2018年06月房价,39874元/㎡,0.04%↓,罗湖,caopu
137,"2018年07月房价
40087元/㎡
0.53%↑
罗湖
caopu",2018年07月房价,40087元/㎡,0.53%↑,罗湖,caopu
138,"2018年08月房价
40201元/㎡
0.28%↑
罗湖
caopu",2018年08月房价,40201元/㎡,0.28%↑,罗湖,caopu
139,"2018年09月房价
41783元/㎡
3.94%↑
罗湖
caopu",2018年09月房价,41783元/㎡,3.94%↑,罗湖,caopu
140,"2018年10月房价
42333元/㎡
1.32%↑
罗湖
caopu",2018年10月房价,42333元/㎡,1.32%↑,罗湖,caopu
141,"2018年11月房价
41473元/㎡
2.03%↓
罗湖
caopu",2018年11月房价,41473元/㎡,2.03%↓,罗湖,caopu
142,"2018年12月房价
40436元/㎡
2.5%↓
罗湖
caopu",2018年12月房价,40436元/㎡,2.5%↓,罗湖,caopu
143,"2016年01月房价
6008元/㎡
5.19%↑
光明
guangming",2016年01月房价,6008元/㎡,5.19%↑,光明,guangming
144,"2016年02月房价
6482元/㎡
7.89%↑
光明
guangming",2016年02月房价,6482元/㎡,7.89%↑,光明,guangming
145,"2016年03月房价
6702元/㎡
3.38%↑
光明
guangming",2016年03月房价,6702元/㎡,3.38%↑,光明,guangming
146,"2016年04月房价
6417元/㎡
4.24%↓
光明
guangming",2016年04月房价,6417元/㎡,4.24%↓,光明,guangming
147,"2016年05月房价
6633元/㎡
3.36%↑
光明
guangming",2016年05月房价,6633元/㎡,3.36%↑,光明,guangming
148,"2016年06月房价
6548元/㎡
1.29%↓
光明
guangming",2016年06月房价,6548元/㎡,1.29%↓,光明,guangming
149,"2016年07月房价
5846元/㎡
10.72%↓
光明
guangming",2016年07月房价,5846元/㎡,10.72%↓,光明,guangming
150,"2016年08月房价
6517元/㎡
11.48%↑
光明
guangming",2016年08月房价,6517元/㎡,11.48%↑,光明,guangming
151,"2016年09月房价
6943元/㎡
6.54%↑
光明
guangming",2016年09月房价,6943元/㎡,6.54%↑,光明,guangming
152,"2016年10月房价
6709元/㎡
3.38%↓
光明
guangming",2016年10月房价,6709元/㎡,3.38%↓,光明,guangming
153,"2016年11月房价
7102元/㎡
5.86%↑
光明
guangming",2016年11月房价,7102元/㎡,5.86%↑,光明,guangming
154,"2016年12月房价
7095元/㎡
0.1%↓
光明
guangming",2016年12月房价,7095元/㎡,0.1%↓,光明,guangming
155,"2020年01月房价
46417元/㎡
1.23%↑
罗湖
renminnan",2020年01月房价,46417元/㎡,1.23%↑,罗湖,renminnan
156,"2020年02月房价
47329元/㎡
1.97%↑
罗湖
renminnan",2020年02月房价,47329元/㎡,1.97%↑,罗湖,renminnan
157,"2020年03月房价
46430元/㎡
1.9%↓
罗湖
renminnan",2020年03月房价,46430元/㎡,1.9%↓,罗湖,renminnan
158,"2020年04月房价
46735元/㎡
0.66%↑
罗湖
renminnan",2020年04月房价,46735元/㎡,0.66%↑,罗湖,renminnan
159,"2020年05月房价
45472元/㎡
2.7%↓
罗湖
renminnan",2020年05月房价,45472元/㎡,2.7%↓,罗湖,renminnan
160,"2020年06月房价
49009元/㎡
7.78%↑
罗湖
renminnan",2020年06月房价,49009元/㎡,7.78%↑,罗湖,renminnan
161,"2020年07月房价
50324元/㎡
2.68%↑
罗湖
renminnan",2020年07月房价,50324元/㎡,2.68%↑,罗湖,renminnan
162,"2020年08月房价
51296元/㎡
1.93%↑
罗湖
renminnan",2020年08月房价,51296元/㎡,1.93%↑,罗湖,renminnan
163,"2020年09月房价
50115元/㎡
2.3%↓
罗湖
renminnan",2020年09月房价,50115元/㎡,2.3%↓,罗湖,renminnan
164,"2020年10月房价
49074元/㎡
2.08%↓
罗湖
renminnan",2020年10月房价,49074元/㎡,2.08%↓,罗湖,renminnan
165,"2020年11月房价
50618元/㎡
3.15%↑
罗湖
renminnan",2020年11月房价,50618元/㎡,3.15%↑,罗湖,renminnan
166,"2013年01月房价
26732元/㎡
--
福田
shangbu",2013年01月房价,26732元/㎡,--,福田,shangbu
167,"2013年02月房价
27083元/㎡
1.31%↑
福田
shangbu",2013年02月房价,27083元/㎡,1.31%↑,福田,shangbu
168,"2013年03月房价
29400元/㎡
8.56%↑
福田
shangbu",2013年03月房价,29400元/㎡,8.56%↑,福田,shangbu
169,"2013年04月房价
30809元/㎡
4.79%↑
福田
shangbu",2013年04月房价,30809元/㎡,4.79%↑,福田,shangbu
170,"2013年05月房价
30275元/㎡
1.73%↓
福田
shangbu",2013年05月房价,30275元/㎡,1.73%↓,福田,shangbu
171,"2013年06月房价
30663元/㎡
1.28%↑
福田
shangbu",2013年06月房价,30663元/㎡,1.28%↑,福田,shangbu
172,"2013年07月房价
31561元/㎡
2.93%↑
福田
shangbu",2013年07月房价,31561元/㎡,2.93%↑,福田,shangbu
173,"2013年08月房价
32423元/㎡
2.73%↑
福田
shangbu",2013年08月房价,32423元/㎡,2.73%↑,福田,shangbu
174,"2013年09月房价
31912元/㎡
1.58%↓
福田
shangbu",2013年09月房价,31912元/㎡,1.58%↓,福田,shangbu
175,"2013年10月房价
31444元/㎡
1.47%↓
福田
shangbu",2013年10月房价,31444元/㎡,1.47%↓,福田,shangbu
176,"2013年11月房价
31356元/㎡
0.28%↓
福田
shangbu",2013年11月房价,31356元/㎡,0.28%↓,福田,shangbu
177,"2013年12月房价
32447元/㎡
3.48%↑
福田
shangbu",2013年12月房价,32447元/㎡,3.48%↑,福田,shangbu
178,"2019年01月房价
43993元/㎡
1%↑
龙华
guanlant",2019年01月房价,43993元/㎡,1%↑,龙华,guanlant
179,"2019年02月房价
44402元/㎡
0.93%↑
龙华
guanlant",2019年02月房价,44402元/㎡,0.93%↑,龙华,guanlant
180,"2019年03月房价
44050元/㎡
0.79%↓
龙华
guanlant",2019年03月房价,44050元/㎡,0.79%↓,龙华,guanlant
181,"2019年04月房价
44097元/㎡
0.11%↑
龙华
guanlant",2019年04月房价,44097元/㎡,0.11%↑,龙华,guanlant
182,"2019年05月房价
43636元/㎡
1.04%↓
龙华
guanlant",2019年05月房价,43636元/㎡,1.04%↓,龙华,guanlant
183,"2019年06月房价
43004元/㎡
1.45%↓
龙华
guanlant",2019年06月房价,43004元/㎡,1.45%↓,龙华,guanlant
184,"2019年07月房价
43435元/㎡
1%↑
龙华
guanlant",2019年07月房价,43435元/㎡,1%↑,龙华,guanlant
185,"2019年08月房价
43276元/㎡
0.36%↓
龙华
guanlant",2019年08月房价,43276元/㎡,0.36%↓,龙华,guanlant
186,"2019年09月房价
43588元/㎡
0.72%↑
龙华
guanlant",2019年09月房价,43588元/㎡,0.72%↑,龙华,guanlant
187,"2019年10月房价
43535元/㎡
0.12%↓
龙华
guanlant",2019年10月房价,43535元/㎡,0.12%↓,龙华,guanlant
188,"2019年11月房价
43906元/㎡
0.85%↑
龙华
guanlant",2019年11月房价,43906元/㎡,0.85%↑,龙华,guanlant
189,"2019年12月房价
44469元/㎡
1.28%↑
龙华
guanlant",2019年12月房价,44469元/㎡,1.28%↑,龙华,guanlant
190,"2015年01月房价
16491元/㎡
2%↑
龙岗
henggang",2015年01月房价,16491元/㎡,2%↑,龙岗,henggang
191,"2015年02月房价
16300元/㎡
1%↓
龙岗
henggang",2015年02月房价,16300元/㎡,1%↓,龙岗,henggang
192,"2015年03月房价
16301元/㎡
--
龙岗
henggang",2015年03月房价,16301元/㎡,--,龙岗,henggang
193,"2015年04月房价
16733元/㎡
3%↑
龙岗
henggang",2015年04月房价,16733元/㎡,3%↑,龙岗,henggang
194,"2015年05月房价
17571元/㎡
5%↑
龙岗
henggang",2015年05月房价,17571元/㎡,5%↑,龙岗,henggang
195,"2015年06月房价
19805元/㎡
13%↑
龙岗
henggang",2015年06月房价,19805元/㎡,13%↑,龙岗,henggang
196,"2015年07月房价
21343元/㎡
8%↑
龙岗
henggang",2015年07月房价,21343元/㎡,8%↑,龙岗,henggang
197,"2015年08月房价
22048元/㎡
3%↑
龙岗
henggang",2015年08月房价,22048元/㎡,3%↑,龙岗,henggang
198,"2015年09月房价
23446元/㎡
6%↑
龙岗
henggang",2015年09月房价,23446元/㎡,6%↑,龙岗,henggang
199,"2015年10月房价
24158元/㎡
3%↑
龙岗
henggang",2015年10月房价,24158元/㎡,3%↑,龙岗,henggang
200,"2015年11月房价
25021元/㎡
4%↑
龙岗
henggang",2015年11月房价,25021元/㎡,4%↑,龙岗,henggang
201,"2015年12月房价
25510元/㎡
2%↑
龙岗
henggang",2015年12月房价,25510元/㎡,2%↑,龙岗,henggang
202,"2019年01月房价
84788元/㎡
0.4%↑
南山
kejiyuan",2019年01月房价,84788元/㎡,0.4%↑,南山,kejiyuan
203,"2019年02月房价
84608元/㎡
0.21%↓
南山
kejiyuan",2019年02月房价,84608元/㎡,0.21%↓,南山,kejiyuan
204,"2019年03月房价
87557元/㎡
3.49%↑
南山
kejiyuan",2019年03月房价,87557元/㎡,3.49%↑,南山,kejiyuan
